Id,Sales
212,5926.22021484
213,7212.35693359
214,9529.92773438
215,5988.68115234
216,5669.99804688
217,6906.17333984
218,4987.23486328
219,4910.59277344
220,7373.6484375
221,5611.31054688
222,5476.92236328
223,7025.16992188
224,6293.17919922
225,5669.44140625
226,6946.20751953
227,7017.38134766
228,8400.73339844
229,6550.41064453
230,7694.40185547
231,5580.14013672
232,3742.54931641
233,5921.16943359
234,6896.01708984
235,5991.33789062
236,4582.78027344
237,8646.22070312
238,7056.72021484
239,9174.16308594
240,7014.83837891
241,5600.16210938
242,5281.375
243,4325.72802734
244,9493.04199219
245,4899.55126953
246,7202.79443359
247,15518.7294922
248,7085.58691406
249,7910.13964844
250,5385.87841797
251,4405.46826172
252,7106.8125
253,4038.70361328
254,5962.96826172
255,10672.3681641
256,5309.62060547
257,16507.6464844
258,13880.3291016
259,4976.19189453
260,6696.79833984
261,5686.41992188
262,6820.28808594
263,5602.45947266
264,10545.0410156
265,7644.48388672
266,9706.09863281
267,4273.37988281
268,7340.0859375
269,5171.26708984
270,7916.93261719
271,6674.54345703
272,5791.75048828
273,6289.15869141
274,6407.55810547
275,7868.25
276,9550.1640625
277,5826.48095703
278,10195.0761719
279,6206.95996094
280,9740.89355469
281,5906.046875
282,5148.53369141
283,5201.88085938
284,9717.27832031
285,6101.890625
286,7341.40234375
287,6617.44775391
288,8606.3828125
289,4600.74707031
290,8469.64941406
291,6927.72753906
292,4013.57495117
293,13138.2958984
294,17924.0761719
295,6749.25878906
296,6433.14404297
297,9004.49414062
298,10301.5
299,11470.8798828
300,5547.13183594
301,7475.82861328
302,5741.21435547
303,7929.33398438
304,3915.70385742
305,6041.97705078
306,5547.07861328
307,5825.16943359
308,7243.09667969
309,5539.38574219
310,4921.57519531
311,6764.79736328
312,4005.71875
313,4611.27392578
314,6260.54394531
315,6050.70849609
316,8932.42773438
317,8338.68261719
318,7039.77246094
319,6199.59912109
320,5975.3125
321,12211.3925781
322,7098.31738281
323,5317.24316406
324,4951.25878906
325,7649.37060547
326,4422.1953125
327,6983.84130859
328,3250.04980469
329,5089.27246094
330,7641.25439453
331,5992.49267578
332,5168.74755859
333,8405.31738281
334,9511.80273438
335,12497.2333984
336,6046.75683594
337,8522.54882812
338,2898.14453125
339,5151.60839844
340,6316.79541016
341,4269.83496094
342,7806.125
343,5054.47412109
344,4716.19482422
345,8408.41308594
346,11164.2460938
347,9345.06640625
348,5304.15380859
349,4802.08154297
350,8407.11425781
351,7377.13037109
352,5982.89160156
353,5299.46044922
354,6517.93994141
355,9494.50097656
356,4237.06005859
357,6015.39892578
358,7398.29785156
359,8022.64501953
360,13593.8203125
361,4920.57080078
362,13516.6777344
363,6553.44775391
364,5230.96826172
365,3652.06591797
366,5848.43017578
367,6165.30273438
368,5787.90673828
369,7096.75341797
370,5004.05566406
371,4773.53808594
372,7233.37597656
373,3416.23242188
374,7609.58740234
375,6855.12158203
376,7649.46533203
377,8695.00488281
378,5553.38916016
379,8962.50976562
380,6289.53613281
381,5562.86328125
382,6007.98486328
383,5072.93457031
384,10089.1748047
385,6117.98144531
386,4672.58007812
387,6953.3203125
388,8185.10351562
389,7433.17529297
390,5934.98291016
391,8251.38574219
392,5582.22705078
393,5980.41552734
394,6154.65625
395,8171.07177734
396,6482.4140625
397,6652.65380859
398,5474.80712891
399,4953.02050781
400,3766.06054688
401,5508.94042969
402,8197.43261719
403,8710.83496094
404,10169.2539062
405,10511.7333984
406,7717.73779297
407,5871.01025391
408,4981.25390625
409,10954.9765625
410,9813.75292969
411,7290.24072266
412,8247.01074219
413,7894.02539062
414,5744.25976562
415,3884.2902832
416,10328.6337891
417,7555.78613281
418,6314.57275391
419,5820.66503906
420,2838.91210938
421,11714.8945312
422,6055.25830078
423,5359.20996094
424,5075.18017578
425,5040.67578125
426,6349.85693359
427,7822.91748047
428,6108.53466797
429,5297.85400391
430,4592.92431641
431,3797.21020508
432,3191.55957031
433,6582.453125
434,17024.703125
435,4167.875
436,5720.24072266
437,6583.07470703
438,5666.71630859
439,5208.55859375
440,4981.93359375
441,3743.25268555
442,7263.01367188
443,6858.84326172
444,3780.97021484
445,8300.51464844
446,5857.02148438
447,4835.54833984
448,8537.640625
449,7397.93066406
450,9102.62207031
451,5167.81054688
452,6512.24121094
453,4766.40380859
454,4977.23583984
455,14893.9335938
456,10038.4560547
457,6353.43164062
458,5720.30029297
459,4710.75439453
460,6158.28515625
461,5098.0234375
462,10504.9189453
463,5200.34277344
464,5183.31689453
465,7029.28515625
466,4632.43945312
467,6448.55810547
468,7612.171875
469,6667.47363281
470,7097.05126953
471,4039.16967773
472,5345.84960938
473,6999.25976562
474,8471.04785156
475,8264.56347656
476,6661.72119141
477,4673.85058594
478,7530.74853516
479,5930.51806641
480,4367.64306641
481,7060.14697266
482,6945.08789062
483,6511.47119141
484,6054.53076172
485,6151.2578125
486,5695.76220703
487,5793.61230469
488,6938.53271484
489,6121.29052734
490,6443.55908203
491,9201.38964844
492,5653.39257812
493,4470.68310547
494,11210.640625
495,5901.01269531
496,3419.86791992
497,7436.49414062
498,8338.86523438
499,10322.3007812
500,4651.48828125
501,5858.36230469
502,5952.62597656
503,7053.28857422
504,5593.89990234
505,8106.28564453
506,3261.75317383
507,5757.8203125
508,6167.05517578
509,5370.94970703
510,5432.76953125
511,6653.01513672
512,8111.42089844
513,5920.18701172
514,8335.93066406
515,6717.92333984
516,8365.51269531
517,4656.15380859
518,6348.23388672
519,6907.62304688
520,7699.06347656
521,7839.36474609
522,4833.55126953
523,8914.41796875
524,6330.89794922
525,7455.65527344
526,4383.15185547
527,4104.40576172
528,8220.20898438
529,6360.98046875
530,8407.41015625
531,6483.58251953
532,5707.94970703
533,8031.81787109
534,6621.16650391
535,7129.02636719
536,8006.02734375
537,6262.55029297
538,9237.28320312
539,10298.7197266
540,7352.7265625
541,5341.64404297
542,5775.88427734
543,4354.55908203
544,3208.6184082
545,8014.03369141
546,5121.25683594
547,8290.97265625
548,4835.39160156
549,5850.24316406
550,5900.18554688
551,9115.08105469
552,5123.66064453
553,4952.54345703
554,5743.43798828
555,7244.93457031
556,5215.83740234
557,6801.24121094
558,7188.80712891
559,8188.47705078
560,7688.14404297
561,6772.78417969
562,5661.90820312
563,4838.47363281
564,4749.26660156
565,10185.6591797
566,8678.27734375
567,6985.78027344
568,14324.3847656
569,5217.50390625
570,5142.2265625
571,5976.76611328
572,8253.29785156
573,9968.78710938
574,6714.46386719
575,8537.22558594
576,8071.95214844
577,7775.68798828
578,6584.55029297
579,5467.53222656
580,4758.94433594
581,4786.77880859
582,3797.98901367
583,5025.35107422
584,7713.63134766
585,16040.953125
586,6805.58886719
587,5308.05078125
588,6845.15771484
589,4587.72705078
590,6135.85253906
591,4501.88818359
592,8629.16699219
593,6535.37011719
594,6255.53564453
595,13510.7998047
596,12311.3310547
597,5063.09277344
598,6985.53369141
599,4046.54345703
600,5298.04589844
601,5267.66015625
602,8332.42480469
603,4609.16308594
604,4453.2578125
605,5903.00585938
606,5531.71386719
607,6492.80957031
608,6892.64355469
609,3620.32080078
610,6803.00585938
611,7487.33154297
612,7122.71923828
613,5027.25927734
614,4353.33837891
615,7734.53222656
616,4593.28369141
617,8940.68652344
618,4182.96630859
619,5044.72998047
620,7033.10107422
621,6016.05322266
622,4817.34521484
623,5524.35839844
624,6729.00439453
625,9064.54589844
626,9015.67480469
627,5377.65478516
628,3970.46484375
629,5695.82714844
630,5896.06738281
631,4661.55322266
632,6330.0703125
633,5669.05175781
634,11101.6845703
635,7363.54150391
636,6250.40039062
637,7781.11865234
638,4823.35888672
639,8566.28710938
640,5909.43359375
641,12954.0722656
642,6276.21435547
643,5203.12109375
644,5470.81884766
645,4128.32666016
646,7042.4921875
647,19856.1503906
648,4184.35498047
649,4547.92480469
650,9578.03222656
651,5967.40673828
652,7408.01416016
653,8136.72753906
654,6080.68359375
655,4851.14501953
656,4619.22412109
657,9434.50683594
658,6011.69384766
659,7654.55957031
660,7850.46142578
661,4621.16796875
662,6772.53857422
663,6214.22851562
664,4151.515625
665,8576.08886719
666,8556.84765625
667,4637.72753906
668,7485.08984375
669,6933.41259766
670,4560.2265625
671,10012.7734375
672,6316.86767578
673,7555.38232422
674,4796.03466797
675,4876.19726562
676,6373.15673828
677,3770.05053711
678,7775.75488281
679,3921.09399414
680,6113.30273438
681,4632.00195312
682,5966.68945312
683,6153.45849609
684,6448.81591797
685,6730.50048828
686,7686.51611328
687,5882.09765625
688,6852.61767578
689,6264.89257812
690,8456.51660156
691,9506.99609375
692,6947.03564453
693,3051.1640625
694,6079.37939453
695,7020.43408203
696,3994.37475586
697,11491.2255859
698,5599.25927734
699,6147.6328125
700,10975.2021484
701,6913.64746094
702,4593.80517578
703,10969.3837891
704,9247.24414062
705,5342.08203125
706,8639.77441406
707,10033.0205078
708,6011.70507812
709,5294.46875
710,6568.76806641
711,5466.97949219
712,6125.26220703
713,6981.81005859
714,4764.53564453
715,6146.13183594
716,7270.92919922
717,6320.28466797
718,7714.94873047
719,6104.05615234
720,5989.45751953
721,4360.87744141
722,7414.25585938
723,7146.70019531
724,5930.80078125
725,6244.54296875
726,7005.33056641
727,9092.88574219
728,5702.91650391
729,5334.49511719
730,6227.62646484
731,6733.27441406
732,6542.01269531
733,4429.11914062
734,4243.18359375
735,7387.78417969
736,7432.35302734
737,5799.56738281
738,8017.32128906
739,5842.82617188
740,6494.98388672
741,5401.56005859
742,3106.19873047
743,6718.0703125
744,6074.61425781
745,6271.58300781
746,8775.55371094
747,8110.28417969
748,4684.61621094
749,8309.97265625
750,4181.63818359
751,3031.72412109
752,7344.49804688
753,11771.7802734
754,7870.74169922
755,6747.30224609
756,4766.63085938
757,6113.96191406
758,8813.86230469
759,6118.01611328
760,7939.69433594
761,4908.12548828
762,4571.18408203
763,5304.21484375
764,5384.12207031
765,5103.73046875
766,5626.09667969
767,4882.24755859
768,4184.68261719
769,6439.97705078
770,6584.93359375
771,5423.64648438
772,5927.390625
773,7133.44091797
774,6198.44628906
775,6560.43359375
776,8555.82714844
777,7324.93066406
778,5685.37841797
779,3519.58911133
780,11663.3876953
781,6292.76464844
782,5526.14990234
783,8182.91796875
784,7890.53271484
785,7400.81738281
786,5950.98535156
787,7112.49511719
788,8849.16503906
789,13599.0712891
790,5141.81005859
791,4494.68798828
792,5220.48583984
793,6471.52880859
794,5259.11523438
795,6903.27587891
796,8687.76855469
797,5814.50585938
798,4166.79785156
799,5642.78466797
800,7923.20996094
801,4876.02490234
802,7297.28125
803,4004.98510742
804,6758.92871094
805,7465.90966797
806,7325.42626953
807,8262.46582031
808,6266.42871094
809,4590.30517578
810,6286.31591797
811,6977.17041016
812,8375.45996094
813,7466.15869141
814,8065.88720703
815,5802.0625
816,4583.55810547
817,9547.54101562
818,4563.97363281
819,9552.73339844
820,5990.76660156
821,4358.65673828
822,7022.44335938
823,5986.51123047
824,7762.13525391
825,8569.71191406
826,4124.57519531
827,4816.33398438
828,8004.84375
829,7945.08789062
830,9248.62011719
831,5227.53173828
832,5860.87207031
833,6162.40380859
834,6342.49658203
835,5694.14306641
836,9525.86621094
837,8056.33789062
838,11258.6542969
839,4129.50830078
840,5782.94580078
841,9858.5859375
842,8118.75830078
843,5032.46044922
844,9759.48339844
845,6135.05029297
846,5521.40820312
847,5145.45019531
848,4995.58105469
849,5374.20898438
850,6298.6796875
851,4694.62353516
852,4690.29052734
853,8259.88183594
854,6876.35888672
855,21893.8984375
856,7626.67724609
857,4226.02441406
858,7892.60986328
859,8897.27734375
860,7123.52734375
861,7138.29345703
862,5649.97949219
863,8403.33007812
864,8330.00195312
865,5281.64697266
866,5453.47460938
867,6631.07617188
868,8579.35351562
869,7067.38964844
870,8551.86230469
871,5919.92675781
872,4794.04003906
873,5318.60791016
874,9607.52929688
875,10570.1855469
876,9573.97753906
877,7976.12695312
878,4028.11914062
879,5484.19384766
880,4284.01611328
881,7263.65087891
882,10717.9736328
883,9454.89257812
884,5686.50634766
885,5274.55810547
886,4054.75048828
887,5667.13232422
888,10920.5927734
889,6352.03173828
890,4551.02294922
891,5498.52001953
892,8254.171875
893,3518.92797852
894,7521.21582031
895,4395.82226562
896,6408.01660156
897,6544.35302734
898,5468.70068359
899,7617.58251953
900,7016.83251953
901,5254.83300781
902,6708.51708984
903,7017.59521484
904,10500.4902344
905,5646.89257812
906,8444.99804688
907,7632.70996094
908,8985.74804688
909,6668.59326172
910,9063.17871094
911,4766.74023438
912,4820.328125
913,6198.57617188
914,5511.84716797
915,8615.69628906
916,7427.90966797
917,5558.26464844
918,6884.63427734
919,6676.18554688
920,9109.8828125
921,3758.83227539
922,14037.1416016
923,4916.73779297
924,5961.49560547
925,8491.91796875
926,4869.625
927,6487.10888672
928,5922.15185547
929,7271.14404297
930,5249.70800781
931,6166.4375
932,7234.42480469
933,7526.54736328
934,7288.03710938
935,5518.97021484
936,7157.75146484
937,11248.0712891
938,6406.61767578
939,4486.88330078
940,6420.93212891
941,5673.6875
942,5603.19677734
943,7469.09375
944,3768.57617188
945,7869.26269531
946,6038.78564453
947,6875.66992188
948,7594.44775391
949,4106.48095703
950,5186.43261719
951,5413.18554688
952,8314.29296875
953,8715.26367188
954,5064.21777344
955,4568.15039062
956,7050.98828125
957,5675.08447266
958,6323.28173828
959,6331.29638672
960,6569.8203125
961,7672.49707031
962,5564.4921875
963,4403.33007812
964,6562.65527344
965,7265.27880859
966,8421.18945312
967,8124.37451172
968,8057.62890625
969,5647.84082031
970,8878.81347656
971,5995.48779297
972,6751.57666016
973,8463.81152344
974,5961.31933594
975,10043.9433594
976,7849.0390625
977,7223.07568359
978,5636.77001953
979,7051.55957031
980,7777.38623047
981,6336.78808594
982,3719.56079102
983,5204.87841797
984,7571.11621094
985,5298.64208984
986,4090.11669922
987,8449.45410156
988,6712.05664062
989,5271.69140625
990,5809.75439453
991,5276.33984375
992,7550.76464844
993,7036.17431641
994,6722.52539062
995,5538.05957031
996,5125.11230469
997,6313.44628906
998,3648.97729492
999,6137.15136719
1000,5563.99365234
1001,8498.17382812
1002,7614.27783203
1003,5982.16699219
1004,12461.1699219
1005,6120.95214844
1006,4954.35302734
1007,10939.3261719
1008,7392.98632812
1009,8276.71875
1010,7284.09667969
1011,4676.17431641
1012,6085.38964844
1013,5486.33398438
1014,7833.21386719
1015,11780.1699219
1016,5724.84716797
1017,3267.54907227
1018,5265.50976562
1019,8770.390625
1020,8343.49511719
1021,6216.60595703
1022,6945.86328125
1023,4815.36914062
1024,5576.12841797
1025,3175.17578125
1026,5031.46191406
1027,5795.75683594
1028,7069.76318359
1029,7022.70458984
1030,6315.24121094
1031,7834.90234375
1032,8409.6484375
1033,7579.14306641
1034,4947.60498047
1035,9318.07226562
1036,10378.5605469
1037,5633.42675781
1038,7340.14208984
1039,5326.26855469
1040,6558.76904297
1041,4037.625
1042,7380.50146484
1043,5508.94580078
1044,8799.00390625
1045,7325.02099609
1046,7986.51025391
1047,8009.00585938
1048,5135.63378906
1049,8862.91503906
1050,19133.3710938
1051,10189.2050781
1052,5977.62695312
1053,3114.71801758
1054,6123.77832031
1055,7979.93164062
1056,5161.44580078
1057,12417.1201172
1058,18153.9042969
1059,3824.41967773
1060,5425.21386719
1061,8156.73632812
1062,5613.51611328
1063,8692.74121094
1064,6385.21679688
1065,7410.09179688
1066,5115.85693359
1067,6409.24560547
1068,6185.86035156
1069,7227.18994141
1070,9898.43066406
1071,5679.19433594
1072,5488.33837891
1073,7055.09130859
1074,5468.53369141
1075,5019.17138672
1076,7565.28320312
1077,5437.96923828
1078,5526.94091797
1079,7323.3515625
1080,6027.02929688
1081,6161.05810547
1082,7108.47998047
1083,7098.27001953
1084,8185.46240234
1085,6671.08691406
1086,7454.21191406
1087,5604.57617188
1088,3893.00756836
1089,6094.35839844
1090,6863.71191406
1091,6129.78027344
1092,4523.06152344
1093,8735.25292969
1094,7068.04394531
1095,9290.58886719
1096,7107.70703125
1097,5499.54785156
1098,5185.75
1099,4190.30664062
1100,9468.13085938
1101,4979.54833984
1102,7042.02246094
1103,15276.5009766
1104,7094.26269531
1105,6345.00732422
1106,4953.33251953
1107,4445.18603516
1108,6882.87451172
1109,4011.43530273
1110,5859.87158203
1111,10365.6318359
1112,5182.60986328
1113,17324.2011719
1114,14487.7607422
1115,4782.53466797
1116,6764.7265625
1117,5728.31005859
1118,6792.48974609
1119,5703.38378906
1120,10829.1015625
1121,7325.37744141
1122,9671.74023438
1123,4342.99853516
1124,7428.23535156
1125,4965.72705078
1126,8004.27880859
1127,6504.3828125
1128,5807.08984375
1129,6050.00488281
1130,6251.65869141
1131,8102.76855469
1132,8775.94726562
1133,5844.67138672
1134,10166.1699219
1135,5941.00390625
1136,9969.66210938
1137,5834.79541016
1138,5479.46728516
1139,5297.01513672
1140,10523.1787109
1141,5998.92626953
1142,7131.59716797
1143,7033.70507812
1144,8849.82324219
1145,4730.9140625
1146,8274.06640625
1147,7033.98681641
1148,3976.57861328
1149,14365.2089844
1150,17007.7460938
1151,6989.20605469
1152,6725.97607422
1153,9442.58203125
1154,10337.4238281
1155,11510.2998047
1156,5612.10791016
1157,7609.27539062
1158,5754.48730469
1159,7956.14404297
1160,3809.0078125
1161,6334.890625
1162,5738.77246094
1163,5870.46142578
1164,7431.93505859
1165,5730.45800781
1166,5020.15283203
1167,6749.62548828
1168,3926.51757812
1169,5005.71240234
1170,6399.58154297
1171,6924.16650391
1172,8946.79394531
1173,8136.70458984
1174,7107.42919922
1175,5874.69628906
1176,5948.49951172
1177,11944.5341797
1178,7338.96582031
1179,5428.27832031
1180,4943.62792969
1181,7543.10546875
1182,4462.40039062
1183,7135.04638672
1184,3204.99926758
1185,5555.99609375
1186,7999.99707031
1187,6003.33349609
1188,5017.42919922
1189,8477.44921875
1190,9077.33203125
1191,12555.0908203
1192,5942.80029297
1193,8210.6171875
1194,3108.27954102
1195,5427.17041016
1196,6291.15039062
1197,4366.61376953
1198,8014.47705078
1199,5182.84228516
1200,4874.87158203
1201,8700.63769531
1202,11511.1894531
1203,8144.95800781
1204,5290.72802734
1205,4648.77783203
1206,9805.35058594
1207,7747.58642578
1208,5983.45654297
1209,5239.11767578
1210,6649.77978516
1211,9666.68652344
1212,4539.01416016
1213,6176.93359375
1214,7550.59912109
1215,8333.46679688
1216,13177.1728516
1217,4994.92871094
1218,13669.7080078
1219,6612.34326172
1220,5271.1484375
1221,3528.71337891
1222,6038.83154297
1223,5673.27636719
1224,5814.90527344
1225,6652.42529297
1226,5110.74072266
1227,4485.42822266
1228,7247.26367188
1229,3611.23242188
1230,7747.04638672
1231,7126.59960938
1232,7750.89013672
1233,8852.47460938
1234,5289.68847656
1235,8884.53222656
1236,6442.10302734
1237,5902.6171875
1238,5894.30712891
1239,5512.34130859
1240,10331.6982422
1241,6177.39306641
1242,4737.13232422
1243,7656.49462891
1244,8147.61572266
1245,7246.68310547
1246,6263.64404297
1247,8536.94824219
1248,5518.41748047
1249,5805.45605469
1250,6315.12695312
1251,7951.35693359
1252,6338.30517578
1253,6462.52880859
1254,5680.79785156
1255,5003.23046875
1256,3808.41577148
1257,4983.77783203
1258,7948.83251953
1259,8259.48046875
1260,10159.0849609
1261,10469.4609375
1262,7639.96435547
1263,6100.44726562
1264,5090.65185547
1265,11111.3564453
1266,9441.91503906
1267,7389.42578125
1268,8387.33886719
1269,8029.75732422
1270,5912.83935547
1271,3885.66894531
1272,10501.1621094
1273,7657.80908203
1274,6377.42578125
1275,5823.16992188
1276,2740.78051758
1277,11921.0205078
1278,5924.55322266
1279,5156.55419922
1280,5012.43017578
1281,5103.47216797
1282,6379.29345703
1283,8843.98339844
1284,5855.78662109
1285,5368.24023438
1286,4624.07373047
1287,4342.43066406
1288,3054.90966797
1289,6629.7734375
1290,16941.6933594
1291,4143.26269531
1292,5617.13134766
1293,7123.91503906
1294,5481.63671875
1295,5419.93847656
1296,4913.44140625
1297,4088.7902832
1298,7086.34375
1299,6677.53613281
1300,4106.47314453
1301,8525.62207031
1302,5946.72412109
1303,4770.69775391
1304,8538.04003906
1305,7991.26513672
1306,9208.93066406
1307,5310.08642578
1308,6577.01806641
1309,4779.77099609
1310,5104.26123047
1311,16684.4472656
1312,9782.30664062
1313,6126.03369141
1314,5783.54736328
1315,4547.33447266
1316,5982.22949219
1317,4416.70263672
1318,9056.171875
1319,5430.66601562
1320,5377.7265625
1321,6823.90625
1322,4594.47558594
1323,6406.85595703
1324,7761.97949219
1325,6714.75878906
1326,6832.0078125
1327,4059.9597168
1328,5476.95361328
1329,6732.47119141
1330,8846.66699219
1331,8083.16943359
1332,6630.04492188
1333,4716.48193359
1334,7646.62744141
1335,6124.36279297
1336,4413.85986328
1337,6962.49804688
1338,6920.68066406
1339,6594.37402344
1340,6184.46777344
1341,6363.3046875
1342,5756.45263672
1343,5862.97412109
1344,6847.44287109
1345,5953.38720703
1346,6696.21728516
1347,8971.50683594
1348,5617.04052734
1349,4585.11962891
1350,11438.4228516
1351,5661.15185547
1352,3735.98266602
1353,7673.49267578
1354,8178.79882812
1355,10729.0507812
1356,4684.35253906
1357,5776.96435547
1358,5961.99609375
1359,7294.5390625
1360,5596.24804688
1361,8314.10253906
1362,3179.57714844
1363,6176.59765625
1364,6262.03710938
1365,5675.90673828
1366,5382.03222656
1367,6852.93798828
1368,8633.6875
1369,5841.42236328
1370,8570.38964844
1371,6762.24951172
1372,8531.98339844
1373,4512.84326172
1374,6467.73974609
1375,6737.54589844
1376,7663.93994141
1377,8080.97314453
1378,3482.57421875
1379,8785.25097656
1380,6570.08984375
1381,7576.36035156
1382,4926.11230469
1383,4047.23828125
1384,8381.06933594
1385,6481.15869141
1386,8676.49707031
1387,6345.43701172
1388,5881.52490234
1389,7814.30419922
1390,6902.66357422
1391,7114.78125
1392,8109.00732422
1393,6140.70019531
1394,9315.09570312
1395,10526.7431641
1396,7594.16503906
1397,5282.13085938
1398,6080.24316406
1399,4384.99609375
1400,3355.05322266
1401,8119.26171875
1402,5069.25878906
1403,8416.42871094
1404,4620.10595703
1405,5730.49072266
1406,5856.30078125
1407,10311.0253906
1408,5378.60888672
1409,5009.60546875
1410,5878.26123047
1411,7324.75585938
1412,4983.359375
1413,6862.68408203
1414,6864.64160156
1415,8273.37988281
1416,7769.69042969
1417,6602.07128906
1418,5380.79492188
1419,4799.67675781
1420,4511.21630859
1421,10371.40625
1422,9054.91015625
1423,6929.6640625
1424,14309.3916016
1425,5343.4375
1426,4975.61767578
1427,5981.32226562
1428,8218.28808594
1429,10280.9365234
1430,6720.39697266
1431,8289.35839844
1432,8059.96630859
1433,8125.69238281
1434,6647.42724609
1435,5397.13085938
1436,4824.73974609
1437,4724.85742188
1438,3969.23413086
1439,5169.80712891
1440,7886.74804688
1441,16633.4296875
1442,6923.01123047
1443,5432.78466797
1444,7559.77246094
1445,4376.79296875
1446,6110.52197266
1447,4262.88818359
1448,8492.03125
1449,6407.9921875
1450,6092.29492188
1451,13555.5498047
1452,12636.5888672
1453,5005.90820312
1454,6835.87353516
1455,4076.74023438
1456,5414.60058594
1457,5376.84423828
1458,7863.44091797
1459,4786.43212891
1460,4396.21191406
1461,6109.68261719
1462,5409.68115234
1463,6733.68505859
1464,6943.26660156
1465,3596.66235352
1466,6669.94189453
1467,7510.3125
1468,7330.5078125
1469,5108.13818359
1470,4770.78857422
1471,7793.30712891
1472,4477.44726562
1473,9229.1640625
1474,4026.19091797
1475,4975.57910156
1476,6787.29541016
1477,6176.37402344
1478,4869.33251953
1479,5448.92480469
1480,7245.44580078
1481,9102.39648438
1482,9480.04101562
1483,5245.31787109
1484,3939.58886719
1485,5652.44287109
1486,5710.47705078
1487,4712.21923828
1488,6489.65820312
1489,5710.03564453
1490,11475.6298828
1491,7582.56298828
1492,6020.15771484
1493,8180.16357422
1494,4826.68212891
1495,8697.63378906
1496,5883.88769531
1497,13408.7324219
1498,6446.74365234
1499,5284.56494141
1500,5540.65429688
1501,4030.01757812
1502,7157.28759766
1503,20805.0253906
1504,4677.49462891
